;Chiffres DSS donnés;;;;;;;;;;;Réalisé 2020;;;;;;;;;
;;;;;;;;;;;;;Maladie;Vieillesse;Famille;AT-MP;Régime général (Md€);FSV;RG+FSV (Md€);;
;;;;;;;;;;;;Transferts nets;6934.9552218223025;5951.49482243;10272.39497319;2006.2006319299999;14111.241009452302;8.203042324406763;18614.983167569997;15701.436090102303;7.549173445105839
;;;;;;;;;;;;Transferts avec d'autres régimes de base;896.5441118823026;5946.053318939999;5300.80431237;1658.05061454;7145.765569052302;9.479602527985165;18293.13172857;7145.765569052302;9.479602527985165
;;;;;;;;;;;;Transfert avec des fonds;5178.7145754699995;0;4971.59066082;285.6138155;6043.242704040001;6.561437277676441;0;7311.5863456900015;6.1265014512430715
;;;;;;;;;;;;Autres transferts versés;859.6965344700001;5.4415034900000006;0;62.53620189;922.2327363600001;9.362343733300825;321.851439;1244.0841753600002;5.183163191311513
;;;;;;;;;;;;Charges de gestion courante;6683.669833739397;1581.997111368;2855.8469746161504;843.4859405799999;11964.999860303547;-1.4446618057877059;108.55524015475001;12047.335100458296;-1.60690691407388
;;;;;;;;;;;;Autres charges;83.23830106734002;13.897442011999994;59.639610033850005;25.512597580000005;182.28795069319003;++;42.99568271525;225.28363340844;++
;;;;;;;;;;;;Charges financières;16.695050889999997;4.27637908;13.12590067;18.810135260000003;52.9074659;19.024153060357364;0;52.9074659;19.024153060357364
;;;;;;;;;;;;Charges diverses;66.54325017734001;9.621062931999994;46.513709363850005;6.70246232;129.38048479319002;++;42.99568271525;172.37616750844;++
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;Maladie;Vieillesse;Famille;AT-MP;Régimes de base (Md€);%;FSV;ROBSS+FSV (Md€);%
;;;;;;;;;;;;CHARGES NETTES;218100;241300;49900;13600;509300;;18800;509700;
;;;;;;;;;;;;Prestations sociales nettes;204300;237400;36700;11000;487300;;0;487300;
;;;;;;;;;;;;Prestations légales nettes;202900;236800;31100;10500;479200;;0;479200;
;;;;;;;;;;;;Prestations extralégales nettes;200;600;5600;0;6300;;0;6300;
